decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
b2d8f732,b1cdda2e,patterns,select,0,agent_4,80,2,81,1.132,141.5628,attributed,70.7814,125.1,general
9f568e8b,6035ffe5,patterns,select,0,agent_0,84,2,80,1.1323,149.952,attributed,74.976,132.4,technical
9f568e8b,a4e3682c,patterns,select,0,agent_1,84,2,80,1.1322,149.9388,attributed,74.9694,132.4,technical
9f568e8b,ad1d3881,patterns,select,0,agent_2,84,2,80,1.132,149.9123,attributed,74.95615,132.4,technical
9f568e8b,d0a06bcc,patterns,select,0,agent_3,84,2,80,1.132,149.9123,attributed,74.95615,132.4,technical
9f568e8b,cadc9c70,patterns,select,0,agent_4,84,2,80,1.1321,149.9256,attributed,74.9628,132.4,technical
3774854d,542f93a0,patterns,select,0,agent_0,78,2,81,1.132,149.9229,attributed,74.96145,132.4,general
3774854d,8e0f542b,patterns,select,0,agent_1,78,2,81,1.132,149.9229,attributed,74.96145,132.4,general
3774854d,c9813a98,patterns,select,0,agent_2,78,2,81,1.132,149.9229,attributed,74.96145,132.4,general
3774854d,a633b6ee,patterns,select,0,agent_3,78,2,81,1.1321,149.9361,attributed,74.96805,132.4,general
3774854d,6b4d8db8,patterns,select,0,agent_4,78,2,81,1.1321,149.9361,attributed,74.96805,132.4,general
54e82b0b,6a414016,patterns,select,0,agent_0,79,2,80,1.1318,141.5678,attributed,70.7839,125.1,billing
54e82b0b,ce892719,patterns,select,0,agent_1,79,2,80,1.1314,141.5178,attributed,70.7589,125.1,billing
54e82b0b,f8b7afac,patterns,select,0,agent_2,79,2,80,1.1319,141.5803,attributed,70.79015,125.1,billing
54e82b0b,f31070d3,patterns,select,0,agent_3,79,2,80,1.1321,141.6053,attributed,70.80265,125.1,billing
54e82b0b,1a47319c,patterns,select,0,agent_4,79,2,80,1.132,141.5928,attributed,70.7964,125.1,billing
75812b11,de16b40a,patterns,select,0,agent_0,81,2,82,1.1321,149.9679,attributed,74.98395,132.5,technical
75812b11,8512e280,patterns,select,0,agent_1,81,2,82,1.1318,149.9282,attributed,74.9641,132.5,technical
75812b11,92a27957,patterns,select,0,agent_2,81,2,82,1.132,149.9547,attributed,74.97735,132.5,technical
75812b11,632f7d52,patterns,select,0,agent_3,81,2,82,1.1313,149.862,attributed,74.931,132.5,technical
75812b11,6e25e873,patterns,select,0,agent_4,81,2,82,1.1318,149.9282,attributed,74.9641,132.5,technical
cbc05c98,5a8e7895,patterns,select,0,agent_0,82,2,81,1.1319,141.6003,attributed,70.80015,125.1,general
cbc05c98,ea2ead04,patterns,select,0,agent_1,82,2,81,1.1319,141.6003,attributed,70.80015,125.1,general
cbc05c98,ac2df0fd,patterns,select,0,agent_2,82,2,81,1.1317,141.5753,attributed,70.78765,125.1,general
cbc05c98,7bf03435,patterns,select,0,agent_3,82,2,81,1.1312,141.5128,attributed,70.7564,125.1,general
cbc05c98,611d1dcd,patterns,select,0,agent_4,82,2,81,1.1317,141.5753,attributed,70.78765,125.1,general
1e4d6e5b,5094cc0d,patterns,select,0,agent_0,80,2,81,1.1316,156.2317,attributed,78.11585,138.1,billing
1e4d6e5b,faa1fa44,patterns,select,0,agent_1,80,2,81,1.132,156.2869,attributed,78.14345,138.1,billing
1e4d6e5b,631ada82,patterns,select,0,agent_2,80,2,81,1.1316,156.2317,attributed,78.11585,138.1,billing
1e4d6e5b,d46f00ea,patterns,select,0,agent_3,80,2,81,1.1311,156.1626,attributed,78.0813,138.1,billing
1e4d6e5b,2d5394fa,patterns,select,0,agent_4,80,2,81,1.1319,156.2731,attributed,78.13655,138.1,billing
0132ad2a,3b5dc0d0,patterns,select,0,agent_0,85,3,84,1.3178,156.2467,attributed,52.082233,118.6,cancellation
0132ad2a,2f8940f3,patterns,select,0,agent_1,85,3,84,1.3177,156.2348,attributed,52.078267,118.6,cancellation
0132ad2a,b4a148df,patterns,select,0,agent_2,85,3,84,1.3177,156.2348,attributed,52.078267,118.6,cancellation
0132ad2a,ba3970a0,patterns,select,0,agent_3,85,3,84,1.3177,156.2348,attributed,52.078267,118.6,cancellation
0132ad2a,f2db75dd,patterns,select,0,agent_4,85,3,84,1.3177,156.2348,attributed,52.078267,118.6,cancellation
d53b56b6,215822fb,patterns,select,0,agent_0,81,2,82,1.1316,141.5953,attributed,70.79765,125.1,technical
d53b56b6,a99f3493,patterns,select,0,agent_1,81,2,82,1.1316,141.5953,attributed,70.79765,125.1,technical
d53b56b6,61de083e,patterns,select,0,agent_2,81,2,82,1.1314,141.5703,attributed,70.78515,125.1,technical
d53b56b6,0c94f4d6,patterns,select,0,agent_3,81,2,82,1.1309,141.5077,attributed,70.75385,125.1,technical
d53b56b6,430719cf,patterns,select,0,agent_4,81,2,82,1.1316,141.5953,attributed,70.79765,125.1,technical
fc66241f,d473451e,patterns,select,0,agent_0,84,2,81,1.1314,156.2289,attributed,78.11445,138.1,general
fc66241f,10ecf73e,patterns,select,0,agent_1,84,2,81,1.1315,156.2427,attributed,78.12135,138.1,general
fc66241f,c3338f8a,patterns,select,0,agent_2,84,2,81,1.1313,156.2151,attributed,78.10755,138.1,general
fc66241f,c1f93317,patterns,select,0,agent_3,84,2,81,1.1314,156.2289,attributed,78.11445,138.1,general
fc66241f,b9d9bae0,patterns,select,0,agent_4,84,2,81,1.1317,156.2703,attributed,78.13515,138.1,general
a5c9af06,f548bc78,patterns,select,0,agent_0,85,2,83,1.1316,149.9521,attributed,74.97605,132.5,billing
a5c9af06,1850787c,patterns,select,0,agent_1,85,2,83,1.1314,149.9255,attributed,74.96275,132.5,billing
a5c9af06,cfa6cb24,patterns,select,0,agent_2,85,2,83,1.1313,149.9123,attributed,74.95615,132.5,billing
a5c9af06,79aaf533,patterns,select,0,agent_3,85,2,83,1.1316,149.9521,attributed,74.97605,132.5,billing
a5c9af06,222bdec5,patterns,select,0,agent_4,85,2,83,1.1312,149.899,attributed,74.9495,132.5,billing
6e28e3b5,e94b1288,patterns,select,0,agent_0,81,2,82,1.1313,149.9229,attributed,74.96145,132.5,technical
6e28e3b5,55498d38,patterns,select,0,agent_1,81,2,82,1.1315,149.9494,attributed,74.9747,132.5,technical
6e28e3b5,196afcbb,patterns,select,0,agent_2,81,2,82,1.1312,149.9096,attributed,74.9548,132.5,technical
6e28e3b5,7b94ed7c,patterns,select,0,agent_3,81,2,82,1.1314,149.9362,attributed,74.9681,132.5,technical
6e28e3b5,8f182b7a,patterns,select,0,agent_4,81,2,82,1.1313,149.9229,attributed,74.96145,132.5,technical
5388ed08,2a16363c,patterns,select,0,agent_0,78,2,80,1.1307,156.1792,attributed,78.0896,138.1,billing
5388ed08,91853ea5,patterns,select,0,agent_1,78,2,80,1.1313,156.2621,attributed,78.13105,138.1,billing
5388ed08,4207d310,patterns,select,0,agent_2,78,2,80,1.1311,156.2344,attributed,78.1172,138.1,billing
5388ed08,84794bcb,patterns,select,0,agent_3,78,2,80,1.1314,156.2759,attributed,78.13795,138.1,billing
5388ed08,a3c51264,patterns,select,0,agent_4,78,2,80,1.1311,156.2344,attributed,78.1172,138.1,billing
71d2e0d6,bd0a7e0f,patterns,select,0,agent_0,82,2,85,1.1311,144.8409,attributed,72.42045,128.1,technical
71d2e0d6,28c2c78d,patterns,select,0,agent_1,82,2,85,1.1313,144.8665,attributed,72.43325,128.1,technical
71d2e0d6,afad9f2e,patterns,select,0,agent_2,82,2,85,1.131,144.8281,attributed,72.41405,128.1,technical
71d2e0d6,b1951846,patterns,select,0,agent_3,82,2,85,1.1311,144.8409,attributed,72.42045,128.1,technical
71d2e0d6,2630e584,patterns,select,0,agent_4,82,2,85,1.1313,144.8665,attributed,72.43325,128.1,technical
2fa8c29c,81c22896,patterns,select,0,agent_0,79,2,79,1.1305,151.0908,attributed,75.5454,133.6,billing
2fa8c29c,bdc10643,patterns,select,0,agent_1,79,2,79,1.131,151.1576,attributed,75.5788,133.6,billing
2fa8c29c,22719b8e,patterns,select,0,agent_2,79,2,79,1.1313,151.1977,attributed,75.59885,133.6,billing
2fa8c29c,fe15e73e,patterns,select,0,agent_3,79,2,79,1.1311,151.171,attributed,75.5855,133.6,billing
2fa8c29c,ce019971,patterns,select,0,agent_4,79,2,79,1.1311,151.171,attributed,75.5855,133.6,billing
0d1fb3f9,c6859c6d,patterns,select,0,agent_0,79,2,81,1.1311,151.1496,attributed,75.5748,133.6,billing
0d1fb3f9,8bbfebdf,patterns,select,0,agent_1,79,2,81,1.1312,151.1629,attributed,75.58145,133.6,billing
0d1fb3f9,ad796064,patterns,select,0,agent_2,79,2,81,1.1312,151.1629,attributed,75.58145,133.6,billing
0d1fb3f9,c804319e,patterns,select,0,agent_3,79,2,81,1.1311,151.1496,attributed,75.5748,133.6,billing
0d1fb3f9,329f2afc,patterns,select,0,agent_4,79,2,81,1.1312,151.1629,attributed,75.58145,133.6,billing
843a3f97,f6e6a637,patterns,select,0,agent_0,80,2,78,1.1309,140.8919,attributed,70.44595,124.6,technical
843a3f97,ace71d75,patterns,select,0,agent_1,80,2,78,1.3372,166.5935,attributed,83.29675,124.6,technical
843a3f97,7c472565,patterns,select,0,agent_2,80,2,78,1.1303,140.8171,attributed,70.40855,124.6,technical
843a3f97,3e7d2ff2,patterns,select,0,agent_3,80,2,78,1.3371,166.5811,attributed,83.29055,124.6,technical
843a3f97,4fd8276c,patterns,select,0,agent_4,80,2,78,1.131,140.9043,attributed,70.45215,124.6,technical
940ae90b,33f92575,patterns,nl_debate,0,agent_0,129,1017,161,42.0256,7525.6952,attributed,7.399897,179.1,billing
940ae90b,8857919a,patterns,nl_debate,0,agent_1,129,1329,161,54.5197,9763.0645,attributed,7.346173,179.1,billing
940ae90b,1eba60ce,patterns,nl_debate,0,agent_2,129,938,161,38.8714,6960.8597,attributed,7.420959,179.1,billing
940ae90b,f7bae494,patterns,nl_debate,0,agent_3,129,2116,161,85.5417,15318.3002,attributed,7.239272,179.1,billing
940ae90b,cab0eb73,patterns,nl_debate,0,agent_4,129,1396,161,57.2057,10244.0574,attributed,7.33815,179.1,billing
c816806d,f9dacae1,patterns,nl_debate,0,agent_0,130,1304,161,53.5257,8032.1257,attributed,6.159606,150.1,technical
c816806d,a2fb1355,patterns,nl_debate,0,agent_1,130,1846,161,74.9898,11253.0523,attributed,6.095911,150.1,technical
c816806d,513d2495,patterns,nl_debate,0,agent_2,130,1452,161,59.4477,8920.7876,attributed,6.143793,150.1,technical
c816806d,7aa6b45a,patterns,nl_debate,0,agent_3,130,2001,161,81.083,12167.4046,attributed,6.080662,150.1,technical
c816806d,811370b3,patterns,nl_debate,0,agent_4,130,1169,161,48.1108,7219.5598,attributed,6.175842,150.1,technical
4a2f7f77,bdb388f2,patterns,nl_debate,0,agent_0,128,1014,159,41.9068,5724.4765,attributed,5.64544,136.6,cancellation
4a2f7f77,761edbaa,patterns,nl_debate,0,agent_1,128,1817,159,73.8598,10089.2622,attributed,5.552703,136.6,cancellation
4a2f7f77,97fa5f49,patterns,nl_debate,0,agent_2,128,2049,159,82.952,11331.2583,attributed,5.530141,136.6,cancellation
4a2f7f77,8e28c43f,patterns,nl_debate,0,agent_3,128,2106,159,85.1555,11632.2568,attributed,5.523389,136.6,cancellation
4a2f7f77,16e29342,patterns,nl_debate,0,agent_4,128,2162,159,87.3126,11926.9171,attributed,5.516613,136.6,cancellation
5419f815,1ce72625,patterns,nl_debate,0,agent_0,127,1548,158,63.267,9314.8057,attributed,6.017316,147.2,general
5419f815,50d75cc6,patterns,nl_debate,0,agent_1,127,1428,158,58.4879,8611.1784,attributed,6.030237,147.2,general
5419f815,cff7593f,patterns,nl_debate,0,agent_2,127,1075,158,44.3521,6529.9634,attributed,6.074385,147.2,general
5419f815,23c55379,patterns,nl_debate,0,agent_3,127,1577,158,64.423,9485.0037,attributed,6.014587,147.2,general
5419f815,31b8874d,patterns,nl_debate,0,agent_4,127,799,158,33.1585,4881.9287,attributed,6.110048,147.2,general
09ccceed,f9fde9e8,patterns,nl_debate,0,agent_0,131,798,157,33.1255,4805.9053,attributed,6.022438,145.1,technical
09ccceed,f5a789b6,patterns,nl_debate,0,agent_1,131,1781,157,72.4516,10511.4044,attributed,5.901968,145.1,technical
09ccceed,8f0b2de6,patterns,nl_debate,0,agent_2,131,1554,157,63.5073,9213.7498,attributed,5.929054,145.1,technical
09ccceed,2cafbca3,patterns,nl_debate,0,agent_3,131,1922,157,77.9789,11313.3147,attributed,5.88622,145.1,technical
09ccceed,3d4d8539,patterns,nl_debate,0,agent_4,131,1721,157,70.0964,10169.7079,attributed,5.909185,145.1,technical
98de6213,989f63f2,patterns,nl_debate,0,agent_0,125,1324,157,54.3151,10068.0287,attributed,7.604251,185.4,general
98de6213,749a4320,patterns,nl_debate,0,agent_1,125,5695,157,224.8767,41683.8978,attributed,7.319385,185.4,billing
98de6213,bba8ff1c,patterns,nl_debate,0,agent_2,125,4160,157,165.9262,30756.6358,attributed,7.393422,185.4,general
98de6213,6e35768e,patterns,nl_debate,0,agent_3,125,2815,157,112.6687,20884.6474,attributed,7.419058,185.4,general
98de6213,50221299,patterns,nl_debate,0,agent_4,125,1692,157,365.1142,67678.7902,attributed,39.999285,185.4,general
98de6213,9926b8da,patterns,nl_debate,1,agent_0,258,980,238,37.0201,6485.9483,attributed,6.618315,175.2,general
98de6213,19262023,patterns,nl_debate,1,agent_1,258,2353,238,88.6636,15533.927,attributed,6.601754,175.2,general
98de6213,14a53e09,patterns,nl_debate,1,agent_2,258,4187,238,154.1357,27004.6863,attributed,6.44965,175.2,general
98de6213,7b46c6b0,patterns,nl_debate,1,agent_3,258,792,238,29.9311,5243.9504,attributed,6.621149,175.2,general
98de6213,4fe64a36,patterns,nl_debate,1,agent_4,258,1333,238,50.3251,8816.994,attributed,6.614399,175.2,general
2a16578c,dcf9cb59,patterns,nl_debate,0,agent_0,126,1517,156,62.0337,8411.5782,attributed,5.544877,135.6,billing
2a16578c,866af680,patterns,nl_debate,0,agent_1,126,1074,156,44.3135,6008.7738,attributed,5.594761,135.6,billing
2a16578c,10acb692,patterns,nl_debate,0,agent_2,126,1690,156,68.884,9340.4577,attributed,5.526898,135.6,billing
2a16578c,ff889fd8,patterns,nl_debate,0,agent_3,126,1611,156,65.7757,8918.9818,attributed,5.536302,135.6,billing
2a16578c,7b1819e0,patterns,nl_debate,0,agent_4,126,1547,156,63.2262,8573.2775,attributed,5.541873,135.6,billing
7ed67b6d,46ad40c0,patterns,nl_debate,0,agent_0,128,2017,159,81.7127,10665.6784,attributed,5.287892,130.5,technical
7ed67b6d,d200bfab,patterns,nl_debate,0,agent_1,128,1561,159,63.7887,8326.1202,attributed,5.333837,130.5,technical
7ed67b6d,d4986e72,patterns,nl_debate,0,agent_2,128,1645,159,67.1246,8761.5437,attributed,5.326166,130.5,technical
7ed67b6d,19f66b3c,patterns,nl_debate,0,agent_3,128,1836,159,74.5993,9737.1907,attributed,5.303481,130.5,technical
7ed67b6d,e18f074f,patterns,nl_debate,0,agent_4,128,2036,159,82.4469,10761.511,attributed,5.285614,130.5,technical
0281b104,feec8b06,patterns,nl_debate,0,agent_0,129,1457,158,59.6465,8419.8032,attributed,5.778863,141.2,general
0281b104,e67e6176,patterns,nl_debate,0,agent_1,129,2772,158,111.002,15669.2344,attributed,5.652682,141.2,billing
0281b104,82340a40,patterns,nl_debate,0,agent_2,129,2983,158,119.1882,16824.8126,attributed,5.640232,141.2,general
0281b104,1c4bb11e,patterns,nl_debate,0,agent_3,129,2246,158,90.5524,12782.5335,attributed,5.691244,141.2,general
0281b104,df16de4d,patterns,nl_debate,0,agent_4,129,2133,158,86.195,12167.4354,attributed,5.704377,141.2,general
0281b104,824428f9,patterns,nl_debate,1,agent_0,262,2019,239,79.1787,9320.5987,attributed,4.616443,117.7,general
0281b104,d420f910,patterns,nl_debate,1,agent_1,262,2000,239,78.4448,9234.207,attributed,4.617103,117.7,general
0281b104,795be37b,patterns,nl_debate,1,agent_2,262,1912,239,75.0386,8833.2428,attributed,4.619897,117.7,general
0281b104,df243187,patterns,nl_debate,1,agent_3,262,776,239,31.2215,3675.2696,attributed,4.736172,117.7,general
0281b104,1b5ae86a,patterns,nl_debate,1,agent_4,262,1011,239,40.361,4751.1349,attributed,4.699441,117.7,general
ee953e84,c54fe013,patterns,nl_debate,0,agent_0,127,1466,158,60.0048,8809.4538,attributed,6.009177,146.8,billing
ee953e84,a2bcd2e8,patterns,nl_debate,0,agent_1,127,1418,158,58.0886,8528.1317,attributed,6.014197,146.8,billing
ee953e84,b2de4e93,patterns,nl_debate,0,agent_2,127,1868,158,75.8573,11136.7987,attributed,5.961884,146.8,billing
ee953e84,84be593a,patterns,nl_debate,0,agent_3,127,1732,158,70.5236,10353.745,attributed,5.977913,146.8,billing
ee953e84,1d22e2f3,patterns,nl_debate,0,agent_4,127,998,158,41.2601,6057.4978,attributed,6.069637,146.8,billing
7cc136b2,838136e9,patterns,nl_debate,0,agent_0,132,2271,161,91.5307,13712.739,attributed,6.038194,149.8,cancellation
7cc136b2,38c5f6d6,patterns,nl_debate,0,agent_1,132,3217,161,129.3284,19375.4291,attributed,6.022825,149.8,cancellation
7cc136b2,315c8aa1,patterns,nl_debate,0,agent_2,132,5621,161,222.0262,33263.018,attributed,5.917634,149.8,cancellation
7cc136b2,548b19cc,patterns,nl_debate,0,agent_3,132,2277,161,91.7658,13747.9606,attributed,6.037752,149.8,cancellation
7cc136b2,b5c82760,patterns,nl_debate,0,agent_4,132,5359,161,211.8278,31735.1372,attributed,5.921839,149.8,cancellation
c9e27a66,1a9cc7fc,patterns,nl_debate,0,agent_0,128,1190,159,48.9502,7676.5916,attributed,6.450917,156.8,technical
c9e27a66,de3c2757,patterns,nl_debate,0,agent_1,128,2070,159,83.7614,13135.8413,attributed,6.345817,156.8,technical
c9e27a66,a5ee13b9,patterns,nl_debate,0,agent_2,128,1885,159,76.5227,12000.6357,attributed,6.366385,156.8,technical
c9e27a66,9c4be728,patterns,nl_debate,0,agent_3,128,1393,159,57.0868,8952.61,attributed,6.426856,156.8,technical
c9e27a66,55c017c7,patterns,nl_debate,0,agent_4,128,1113,159,45.8761,7194.4974,attributed,6.464059,156.8,technical
c45cb042,bfb2101e,patterns,nl_debate,0,agent_0,131,2737,158,109.6402,15124.0559,attributed,5.525779,137.9,billing
c45cb042,e8894682,patterns,nl_debate,0,agent_1,131,4566,158,181.4881,25034.9432,attributed,5.482905,137.9,general
c45cb042,31ec07c2,patterns,nl_debate,0,agent_2,131,5455,158,215.4698,29722.4677,attributed,5.448665,137.9,general
c45cb042,190282a6,patterns,nl_debate,0,agent_3,131,2462,158,98.9497,13649.3804,attributed,5.544021,137.9,general
c45cb042,27fd7bb2,patterns,nl_debate,0,agent_4,131,4642,158,184.426,25440.2048,attributed,5.48044,137.9,general
c45cb042,77c9dcd2,patterns,nl_debate,1,agent_0,264,853,239,32.8588,3583.538,attributed,4.2011,109.1,general
c45cb042,0b3db176,patterns,nl_debate,1,agent_1,264,1266,239,48.4216,5280.7968,attributed,4.171245,109.1,general
c45cb042,864f2a11,patterns,nl_debate,1,agent_2,264,856,239,32.973,3595.9925,attributed,4.200926,109.1,general
c45cb042,c2bed859,patterns,nl_debate,1,agent_3,264,845,239,32.5569,3550.6132,attributed,4.201909,109.1,general
c45cb042,d35db3be,patterns,nl_debate,1,agent_4,264,1109,239,42.5004,4635.0384,attributed,4.179476,109.1,general
90e13b35,7936e72a,patterns,nl_debate,0,agent_0,132,1529,159,62.5089,8063.1044,attributed,5.27345,129.0,billing
90e13b35,d09901e6,patterns,nl_debate,0,agent_1,132,1496,159,61.1985,7894.0742,attributed,5.276788,129.0,billing
90e13b35,2bc18f17,patterns,nl_debate,0,agent_2,132,1224,159,50.3102,6489.5782,attributed,5.301943,129.0,billing
90e13b35,d1a79751,patterns,nl_debate,0,agent_3,132,1523,159,62.2703,8032.3271,attributed,5.274016,129.0,billing
90e13b35,9fe19a25,patterns,nl_debate,0,agent_4,132,1573,159,64.2628,8289.3422,attributed,5.269766,129.0,billing
41413c32,b7d3d0c3,patterns,nl_debate,0,agent_0,128,1000,159,41.3447,6828.0888,attributed,6.828089,165.2,technical
41413c32,573ef32b,patterns,nl_debate,0,agent_1,128,1164,159,47.9127,7912.7958,attributed,6.797935,165.2,technical
41413c32,c45396d5,patterns,nl_debate,0,agent_2,128,1581,159,64.5843,10666.1152,attributed,6.746436,165.2,technical
41413c32,478ba515,patterns,nl_debate,0,agent_3,128,1737,159,70.7228,11679.8902,attributed,6.724174,165.2,technical
41413c32,d06c0de2,patterns,nl_debate,0,agent_4,128,2228,159,89.8561,14839.76,attributed,6.660575,165.2,technical
43a643fc,70b3a91e,patterns,nl_debate,0,agent_0,125,4035,156,161.1055,24912.5993,attributed,6.174126,154.6,billing
43a643fc,76e412bf,patterns,nl_debate,0,agent_1,125,3799,156,151.9315,23493.975,attributed,6.184252,154.6,billing
43a643fc,be24c773,patterns,nl_debate,0,agent_2,125,2994,156,120.7004,18664.5441,attributed,6.233983,154.6,billing
43a643fc,ffb75805,patterns,nl_debate,0,agent_3,125,4369,156,173.8948,26890.2767,attributed,6.15479,154.6,billing
43a643fc,027e0318,patterns,nl_debate,0,agent_4,125,7244,156,283.8046,43886.213,attributed,6.058285,154.6,billing
f0a82f82,800cebf2,patterns,nl_debate,0,agent_0,129,1138,161,46.8717,7326.7319,attributed,6.438253,156.3,technical
f0a82f82,dbe40ee2,patterns,nl_debate,0,agent_1,129,1682,161,68.5714,10718.7122,attributed,6.372599,156.3,technical
f0a82f82,c9a45b82,patterns,nl_debate,0,agent_2,129,1241,161,50.9907,7970.5918,attributed,6.422717,156.3,technical
f0a82f82,0ea08442,patterns,nl_debate,0,agent_3,129,1910,161,77.5067,12115.4303,attributed,6.343157,156.3,technical
f0a82f82,451c8878,patterns,nl_debate,0,agent_4,129,1182,161,48.6314,7601.7987,attributed,6.431302,156.3,technical
835f7c01,b59b2cb5,patterns,nl_debate,0,agent_0,126,4914,156,194.9312,32500.8331,attributed,6.613926,166.7,billing
835f7c01,7e51dbb5,patterns,nl_debate,0,agent_1,126,2588,156,103.851,17315.0528,attributed,6.690515,166.7,billing
835f7c01,43effc3d,patterns,nl_debate,0,agent_2,126,1131,156,46.5943,7768.6567,attributed,6.868839,166.7,billing
835f7c01,cc6ee04b,patterns,nl_debate,0,agent_3,126,6228,156,245.3176,40901.7458,attributed,6.567397,166.7,billing
835f7c01,ced76fd8,patterns,nl_debate,0,agent_4,126,3495,156,140.1292,23363.7086,attributed,6.684895,166.7,billing
1b862c11,c964f562,patterns,nl_debate,0,agent_0,126,2743,158,109.8739,20561.3631,attributed,7.49594,187.1,billing
1b862c11,a3d1df9b,patterns,nl_debate,0,agent_1,126,2339,158,94.1701,17622.6167,attributed,7.534253,187.1,billing
1b862c11,d3364287,patterns,nl_debate,0,agent_2,126,1844,158,74.9083,14018.0403,attributed,7.601974,187.1,billing
1b862c11,83c43c25,patterns,nl_debate,0,agent_3,126,4332,158,172.4676,32274.8983,attributed,7.450346,187.1,billing
1b862c11,549c6b7c,patterns,nl_debate,0,agent_4,126,7223,158,282.8404,52929.6236,attributed,7.327928,187.1,general
1b862c11,9104a6af,patterns,nl_debate,1,agent_0,259,1267,239,48.2194,6682.0567,attributed,5.27392,138.6,billing
1b862c11,c11237fd,patterns,nl_debate,1,agent_1,259,1413,239,53.7082,7442.6733,attributed,5.267285,138.6,billing
1b862c11,b1c575b9,patterns,nl_debate,1,agent_2,259,2300,239,87.2553,12091.4998,attributed,5.257174,138.6,billing
1b862c11,1515ab48,patterns,nl_debate,1,agent_3,259,864,239,32.9593,4567.3715,attributed,5.28631,138.6,billing
1b862c11,263f339b,patterns,nl_debate,1,agent_4,259,940,239,35.833,4965.5977,attributed,5.282551,138.6,billing
170ad631,9e94acfc,patterns,nl_debate,0,agent_0,127,1293,155,53.0816,8570.3619,attributed,6.628277,161.5,technical
170ad631,e7e08b74,patterns,nl_debate,0,agent_1,127,1630,155,97.6285,15762.7422,attributed,9.670394,161.5,technical
170ad631,405bb62b,patterns,nl_debate,0,agent_2,127,1615,155,65.9323,10645.1892,attributed,6.591448,161.5,technical
170ad631,aa6f60d0,patterns,nl_debate,0,agent_3,127,1546,155,63.187,10201.943,attributed,6.598928,161.5,technical
170ad631,f2401215,patterns,nl_debate,0,agent_4,127,2063,155,114.4921,18485.4777,attributed,8.960484,161.5,technical
96e36dae,31feff1e,patterns,select,0,agent_0,82,2,84,1.0828,104.2371,attributed,52.11855,96.3,billing
96e36dae,42fc9094,patterns,select,0,agent_1,82,2,84,1.083,104.2563,attributed,52.12815,96.3,billing
96e36dae,35a1350f,patterns,select,0,agent_2,82,2,84,1.0826,104.2178,attributed,52.1089,96.3,billing
96e36dae,af334c4e,patterns,select,0,agent_3,82,2,84,1.0826,104.2178,attributed,52.1089,96.3,billing
96e36dae,f63649af,patterns,select,0,agent_4,82,2,84,1.0829,104.2467,attributed,52.12335,96.3,billing
96e36dae,5ed59034,patterns,select,0,agent_5,82,2,84,1.0828,104.2371,attributed,52.11855,96.3,billing
96e36dae,86b96669,patterns,select,0,agent_6,82,2,84,1.083,104.2563,attributed,52.12815,96.3,billing
1a00a633,3a41cd69,patterns,select,0,agent_0,83,2,84,1.0825,104.2288,attributed,52.1144,96.3,technical
1a00a633,9c57f387,patterns,select,0,agent_1,83,2,84,1.0825,104.2288,attributed,52.1144,96.3,technical
1a00a633,88d158d5,patterns,select,0,agent_2,83,2,84,1.0825,104.2288,attributed,52.1144,96.3,technical
1a00a633,847eb907,patterns,select,0,agent_3,83,2,84,1.0828,104.2577,attributed,52.12885,96.3,technical
1a00a633,208581a0,patterns,select,0,agent_4,83,2,84,1.0825,104.2288,attributed,52.1144,96.3,technical
1a00a633,65004d95,patterns,select,0,agent_5,83,2,84,1.0828,104.2577,attributed,52.12885,96.3,technical
1a00a633,e6fe59a5,patterns,select,0,agent_6,83,2,84,1.0826,104.2384,attributed,52.1192,96.3,technical
45c4b99e,9ec54ee2,patterns,select,0,agent_0,81,3,83,1.1795,109.5016,attributed,36.500533,92.8,cancellation
45c4b99e,c863ebcf,patterns,select,0,agent_1,81,3,83,1.1795,109.5016,attributed,36.500533,92.8,cancellation
45c4b99e,d919ce43,patterns,select,0,agent_2,81,3,83,1.1794,109.4923,attributed,36.497433,92.8,cancellation
45c4b99e,6ef885e8,patterns,select,0,agent_3,81,3,83,1.1794,109.4923,attributed,36.497433,92.8,cancellation
45c4b99e,edb46a8f,patterns,select,0,agent_4,81,3,83,1.1794,109.4923,attributed,36.497433,92.8,cancellation
45c4b99e,28ab8100,patterns,select,0,agent_5,81,3,83,1.1794,109.4923,attributed,36.497433,92.8,cancellation
45c4b99e,a912ad75,patterns,select,0,agent_6,81,3,83,1.1794,109.4923,attributed,36.497433,92.8,cancellation
caba30f9,4ea31ec1,patterns,select,0,agent_0,80,2,81,1.0826,104.2563,attributed,52.12815,96.3,general
caba30f9,ec676e1c,patterns,select,0,agent_1,80,2,81,1.0827,104.2659,attributed,52.13295,96.3,general
caba30f9,650dd990,patterns,select,0,agent_2,80,2,81,1.0825,104.2467,attributed,52.12335,96.3,general
caba30f9,bfbed470,patterns,select,0,agent_3,80,2,81,1.0822,104.2178,attributed,52.1089,96.3,general
caba30f9,d73f51e3,patterns,select,0,agent_4,80,2,81,1.0825,104.2467,attributed,52.12335,96.3,general
caba30f9,9773f387,patterns,select,0,agent_5,80,2,81,1.0822,104.2178,attributed,52.1089,96.3,general
caba30f9,21592793,patterns,select,0,agent_6,80,2,81,1.0822,104.2178,attributed,52.1089,96.3,general
d696c50e,de2be57a,patterns,select,0,agent_0,84,2,80,1.0825,109.5066,attributed,54.7533,101.2,technical
